gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
2835258252	StillImage	image/jpeg	https://observation.org/photos/2398083.jpg							Ralph Smits			http://creativecommons.org/licenses/by-nc-nd/4.0/	Ralph Smits
2835258252	StillImage	image/jpeg	https://observation.org/photos/2398085.jpg							Ralph Smits			http://creativecommons.org/licenses/by-nc-nd/4.0/	Ralph Smits
2835258098	StillImage	image/jpeg	https://observation.org/photos/2255342.jpg							Peter Krijnen			http://creativecommons.org/licenses/by-nc-nd/4.0/	Peter Krijnen
2835257525	StillImage	image/jpeg	https://observation.org/photos/1203154.jpg							Maarten Immerzeel			http://creativecommons.org/licenses/by-nc-nd/4.0/	Maarten Immerzeel
2835256264	StillImage	image/jpeg	https://observation.org/photos/25258847.jpg										http://creativecommons.org/licenses/by-nc-nd/4.0/	Hans Mankor
2835251197	StillImage	image/jpeg	https://observation.org/photos/12850092.jpg							Martin Schlüpmann			http://creativecommons.org/licenses/by-nc-nd/4.0/	Martin Schlüpmann
2835251197	StillImage	image/jpeg	https://observation.org/photos/12850091.jpg							Martin Schlüpmann			http://creativecommons.org/licenses/by-nc-nd/4.0/	Martin Schlüpmann
2835251193	StillImage	image/jpeg	https://observation.org/photos/12849103.jpg							Martin Schlüpmann			http://creativecommons.org/licenses/by-nc-nd/4.0/	Martin Schlüpmann
2835251193	StillImage	image/jpeg	https://observation.org/photos/12849102.jpg							Martin Schlüpmann			http://creativecommons.org/licenses/by-nc-nd/4.0/	Martin Schlüpmann
2835251192	StillImage	image/jpeg	https://observation.org/photos/12847247.jpg							Martin Schlüpmann			http://creativecommons.org/licenses/by-nc-nd/4.0/	Martin Schlüpmann
2835251127	StillImage	image/jpeg	https://observation.org/photos/12770717.jpg							Martin Schlüpmann			http://creativecommons.org/licenses/by-nc-nd/4.0/	Martin Schlüpmann
2835245194	StillImage	image/jpeg	https://observation.org/photos/25157395.jpg							Raoul Beunen			http://creativecommons.org/licenses/by-nc-nd/4.0/	Raoul Beunen
2835231558	StillImage	image/jpeg	https://observation.org/photos/24968059.jpg							Raoul Beunen			http://creativecommons.org/licenses/by-nc-nd/4.0/	Raoul Beunen
2835231103	StillImage	image/jpeg	https://observation.org/photos/534901.jpg							Nico de Vries			http://creativecommons.org/licenses/by-nc-nd/4.0/	Nico de Vries
2835231084	StillImage	image/jpeg	https://observation.org/photos/513553.jpg							Ruud Altenburg			http://creativecommons.org/licenses/by-nc-nd/4.0/	Ruud Altenburg
2835228592	StillImage	image/jpeg	https://observation.org/photos/1194084.jpg							Wilma van Holten			http://creativecommons.org/licenses/by-nc/4.0/	Wilma van Holten
2835228592	StillImage	image/jpeg	https://observation.org/photos/1194085.jpg							Wilma van Holten			http://creativecommons.org/licenses/by-nc/4.0/	Wilma van Holten
